supplier_id,period,on_time_delivery_rate,fill_rate,defect_rate,average_delay_days,quality_score
SUP035,2026-06-01,0.9712,0.899,0.0301,0.27,89.9
SUP035,2026-05-01,0.9714,0.9395,0.0104,0,93.6
SUP035,2026-04-01,0.9356,0.9277,0.0084,0.48,95.6
SUP035,2026-03-01,0.9064,0.9641,0.0166,0.88,92.6
SUP035,2026-02-01,0.9392,1,0.002,2.17,98.1
SUP035,2026-01-01,0.995,0.9543,0.0126,0,94.1
SUP035,2025-12-01,0.9368,0.9334,0.0231,1.14,91.7
SUP035,2025-11-01,0.9319,0.961,0.0123,2.31,94.7
SUP035,2025-10-01,0.9138,0.9384,0.0067,1.1,95.1
SUP035,2025-09-01,0.969,0.957,0.0159,0,94.4
SUP036,2026-08-01,0.8791,0.8611,0.0721,1.46,76.1
SUP036,2026-07-01,0.8484,0.8698,0.0492,1.44,80.5
SUP036,2026-06-01,0.8477,0.9182,0.052,2.6,79.8
SUP036,2026-05-01,0.8732,0.9038,0.0478,2.69,83.8
SUP036,2026-04-01,0.8249,0.8498,0.0611,2.11,79.9
SUP036,2026-03-01,0.8633,0.9194,0.0643,1.71,76.2
SUP036,2026-02-01,0.892,0.8802,0.0541,1.52,81.2
SUP036,2026-01-01,0.8535,0.8706,0.0456,3.28,84.9
SUP036,2025-12-01,0.864,0.8408,0.0689,3.5,77.4
SUP036,2025-11-01,0.8509,0.8815,0.0469,1.09,82.1
SUP036,2025-10-01,0.8415,0.8718,0.0416,2.54,83.2
SUP036,2025-09-01,0.8692,0.8881,0.0522,0.5,81.8
SUP037,2026-08-01,0.9942,0.9566,0.0139,0.57,95.2
SUP037,2026-07-01,0.9199,0.9504,0.002,0.09,96.6
SUP037,2026-06-01,0.9942,0.9316,0.0067,0.99,95.8
SUP037,2026-05-01,0.9642,0.9406,0.0259,1.0,87.9
SUP037,2026-04-01,0.9475,0.9619,0.002,0.63,97.2
SUP037,2026-03-01,0.995,0.9512,0.0137,0,92.2
SUP037,2026-02-01,0.9343,0.9516,0.0043,0,94.8
SUP037,2026-01-01,0.9654,0.957,0.0155,0.67,94.9
SUP037,2025-12-01,0.995,0.9779,0.002,0.01,97.4
SUP037,2025-11-01,0.9177,0.9812,0.0184,1.48,91.6
SUP037,2025-10-01,0.9594,0.9827,0.0044,0.45,95.3
SUP037,2025-09-01,0.9307,0.9559,0.002,0,96.6
SUP038,2026-08-01,0.995,0.9932,0.002,0,99.1
SUP038,2026-07-01,0.995,0.9913,0.002,0.38,98.1
SUP038,2026-06-01,0.9836,0.9365,0.0105,1.05,93.8
SUP038,2026-05-01,0.995,1,0.002,0,96.5
SUP038,2026-04-01,0.995,0.9888,0.0025,0,95.6
SUP038,2026-03-01,0.9878,0.9715,0.0036,0,98.6
SUP038,2026-02-01,0.9758,0.9457,0.0091,0.7,95.6
SUP038,2026-01-01,0.9413,0.9776,0.002,1.16,98.9
SUP038,2025-12-01,0.9365,0.9596,0.0026,1.71,99.0
SUP038,2025-11-01,0.995,0.9633,0.002,0.2,98.8
SUP038,2025-10-01,0.995,0.9568,0.002,0,96.4
SUP038,2025-09-01,0.9596,0.9882,0.002,1.13,98.3
SUP039,2026-08-01,0.9738,0.9579,0.002,0.29,98.6
SUP039,2026-07-01,0.9771,0.88,0.0207,0.19,91.5
SUP039,2026-06-01,0.9304,0.9938,0.013,1.73,95.8
SUP039,2026-05-01,0.9578,0.9772,0.0141,1.56,93.6
SUP039,2026-04-01,0.9098,0.9307,0.0185,0.56,90.5
SUP039,2026-03-01,0.9457,0.9278,0.026,0.68,90.8
SUP039,2026-02-01,0.9059,0.9859,0.0319,0,89.8
SUP039,2026-01-01,0.9066,0.9059,0.0172,0.75,92.4
SUP039,2025-12-01,0.947,0.9756,0.0431,1.64,83.4
SUP039,2025-11-01,0.995,0.9776,0.0255,0,89.0
SUP039,2025-10-01,0.878,0.9952,0.0209,1.65,92.8
SUP039,2025-09-01,0.9499,0.9376,0.01,0.25,92.9
SUP040,2026-08-01,0.9235,0.9493,0.0209,2.24,90.5
SUP040,2026-07-01,0.9184,0.9082,0.0262,1.29,90.8
SUP040,2026-06-01,0.9299,0.8974,0.0293,1.24,88.8
SUP040,2026-05-01,0.8851,0.9471,0.0319,1.26,88.6
SUP040,2026-04-01,0.9195,0.9425,0.0333,1.98,86.1
SUP040,2026-03-01,0.9179,0.9232,0.0303,0.37,90.0
SUP040,2026-02-01,0.9216,0.9534,0.0146,0.84,94.3
SUP040,2026-01-01,0.93,0.9296,0.0193,1.34,90.8
SUP040,2025-12-01,0.9212,0.9578,0.028,0.53,91.0
SUP040,2025-11-01,0.9694,0.8677,0.0367,1.46,86.8
SUP040,2025-10-01,0.8868,0.9037,0.0212,1.05,90.0
SUP040,2025-09-01,0.9339,0.9312,0.0337,0.3,88.7
SUP041,2026-08-01,0.9695,0.8991,0.0278,0.57,89.3
SUP041,2026-07-01,0.9376,0.9539,0.0324,0.03,89.5
SUP041,2026-06-01,0.9063,0.9114,0.0301,1.63,89.3
SUP041,2026-05-01,0.922,0.9211,0.0245,0.53,91.0
SUP041,2026-04-01,0.8774,0.9421,0.035,1.71,88.3
SUP041,2026-03-01,0.9378,0.9749,0.0178,0.56,91.1
SUP041,2026-02-01,0.9444,0.8531,0.0305,0,88.1
SUP041,2026-01-01,0.8381,0.9308,0.021,1.93,92.6
SUP041,2025-12-01,0.9048,0.9415,0.04,0.3,87.0
SUP041,2025-11-01,0.958,0.9239,0.0323,0,85.8
SUP041,2025-10-01,0.9565,0.947,0.0274,1.99,87.6
SUP041,2025-09-01,0.995,0.9544,0.0319,1.58,86.6
SUP042,2026-08-01,0.8074,0.9148,0.0575,1.9,79.2
SUP042,2026-07-01,0.8671,0.8407,0.0564,1.5,79.2
SUP042,2026-06-01,0.891,0.8666,0.05,1.11,80.1
SUP042,2026-05-01,0.8783,0.8573,0.0514,2.33,83.2
SUP042,2026-04-01,0.851,0.8944,0.0544,1.78,78.9
SUP042,2026-03-01,0.8539,0.8896,0.051,0,80.3
SUP042,2026-02-01,0.8451,0.8817,0.0395,0.93,84.3
SUP042,2026-01-01,0.8879,0.8362,0.0622,1.15,76.3
SUP042,2025-12-01,0.8355,0.884,0.0533,2.38,82.3
SUP042,2025-11-01,0.9072,0.8629,0.066,0.83,78.2
SUP042,2025-10-01,0.9011,0.8695,0.0674,0.58,77.5
SUP042,2025-09-01,0.8299,0.8687,0.0505,3.19,83.3
SUP043,2026-08-01,0.8724,0.8423,0.0486,1.28,80.5
SUP043,2026-07-01,0.8925,0.9013,0.0266,0.21,87.6
SUP043,2026-06-01,0.892,0.9345,0.0451,1.13,82.6
SUP043,2026-05-01,0.8913,0.9736,0.0493,2.75,83.9
SUP043,2026-04-01,0.871,0.8682,0.0476,0.98,83.7
SUP043,2026-03-01,0.8838,0.9121,0.0409,1.78,86.9
SUP043,2026-02-01,0.8409,0.9294,0.0574,1.59,79.7
SUP043,2026-01-01,0.8519,0.9244,0.0484,2.32,81.1
SUP043,2025-12-01,0.8527,0.8718,0.0427,2.04,83.0
SUP043,2025-11-01,0.8752,0.9238,0.044,1.4,85.2
SUP043,2025-10-01,0.8435,0.9313,0.0247,1.38,91.7
SUP043,2025-09-01,0.8437,0.8835,0.0391,1.9,83.7
SUP044,2026-08-01,0.9753,0.9873,0.0222,0.61,92.1
SUP044,2026-07-01,0.9578,0.978,0.0179,0,93.2
SUP044,2026-06-01,0.9328,0.9601,0.0301,1.13,87.0
SUP044,2026-05-01,0.9567,0.9615,0.0141,0.81,92.8
SUP044,2026-04-01,0.919,0.9322,0.025,1.05,90.8
SUP044,2026-03-01,0.995,0.9658,0.0173,0.81,92.5
SUP044,2026-02-01,0.9297,0.9328,0.0152,0.7,91.6
SUP044,2026-01-01,0.9119,0.9619,0.0194,1.95,92.9
SUP044,2025-12-01,0.9364,0.9509,0.0203,0,93.2
SUP044,2025-11-01,0.9136,0.968,0.0306,0.84,88.0
SUP044,2025-10-01,0.9728,0.9032,0.0115,0.81,92.9
SUP044,2025-09-01,0.8664,0.9502,0.0169,1.65,91.0
SUP045,2026-08-01,0.9134,0.9022,0.0377,0.2,85.2
SUP045,2026-07-01,0.9097,0.9223,0.0263,0.59,87.7
SUP045,2026-06-01,0.9853,0.9231,0.0319,0.77,85.8
SUP045,2026-05-01,0.8121,0.9649,0.0155,1.17,94.0
SUP045,2026-04-01,0.9883,0.9015,0.0333,0.46,87.8
SUP045,2026-03-01,0.9097,0.9488,0.0103,1.51,93.5
SUP045,2026-02-01,0.8922,0.9098,0.0188,1.69,93.4
SUP045,2026-01-01,0.8724,0.9089,0.0429,0.86,84.0
SUP045,2025-12-01,0.9458,0.9432,0.0189,0.49,92.3
SUP045,2025-11-01,0.8927,0.9503,0.0243,1.15,91.1
SUP045,2025-10-01,0.9523,0.9579,0.0253,0.36,88.4
SUP045,2025-09-01,0.91,0.947,0.0256,0,88.2
SUP046,2026-08-01,0.995,0.9452,0.0195,0.67,91.8
SUP046,2026-07-01,0.9288,0.9286,0.0245,0.54,88.3
SUP046,2026-06-01,0.8728,0.9557,0.0206,2.35,90.8
SUP046,2026-05-01,0.9432,0.9552,0.0275,0,88.2
SUP046,2026-04-01,0.9777,0.905,0.0169,0.22,93.3
SUP046,2026-03-01,0.9152,0.9387,0.0314,0,89.8
SUP046,2026-02-01,0.9574,0.9836,0.0248,0,90.2
SUP046,2026-01-01,0.9816,0.9201,0.0194,1.69,91.8
SUP046,2025-12-01,0.9222,0.9296,0.0292,1.08,88.3
SUP046,2025-11-01,0.9652,0.9847,0.0153,0.03,94.5
SUP046,2025-10-01,0.9799,0.9137,0.0192,0,92.3
SUP046,2025-09-01,0.9578,0.9671,0.037,0.16,85.6
SUP047,2026-08-01,0.9196,0.9199,0.0211,1.05,90.1
SUP047,2026-07-01,0.9323,0.9343,0.0323,0.2,87.3
SUP047,2026-06-01,0.9584,0.9387,0.0248,0,88.2
SUP047,2026-05-01,0.9088,0.9171,0.0172,1.61,93.5
SUP047,2026-04-01,0.8803,0.9455,0.0261,0.72,91.2
SUP047,2026-03-01,0.8803,0.935,0.0268,0.79,88.8
SUP047,2026-02-01,0.909,0.9243,0.0248,1.28,88.1
SUP047,2026-01-01,0.8876,0.8992,0.0216,2.61,89.5
SUP047,2025-12-01,0.9258,0.9512,0.0242,0,89.0
SUP047,2025-11-01,0.9471,0.9056,0.0161,0,92.0
SUP047,2025-10-01,0.864,0.866,0.022,2.46,91.4
SUP047,2025-09-01,0.9854,0.9463,0.0178,0,91.4
SUP048,2026-08-01,0.9366,0.9662,0.0273,0,88.6
SUP048,2026-07-01,0.8615,0.9335,0.0324,0.28,88.9
SUP048,2026-06-01,0.9441,0.9432,0.0227,2.12,89.7
SUP048,2026-05-01,0.9506,0.9701,0.0218,0.89,91.6
SUP048,2026-04-01,0.928,0.9143,0.0252,0.17,90.9
SUP048,2026-03-01,0.9104,0.9826,0.0078,1.37,95.2
SUP048,2026-02-01,0.9417,0.9324,0.0308,0.1,86.7
SUP048,2026-01-01,0.9074,0.9499,0.0383,1.63,87.2
SUP048,2025-12-01,0.9401,0.9601,0.0077,0,95.7
SUP048,2025-11-01,0.9066,0.9719,0.0252,0.21,89.4
SUP048,2025-10-01,0.9511,0.9675,0.0299,0.61,87.4
SUP048,2025-09-01,0.9582,0.9728,0.01,0.59,96.5
SUP049,2026-08-01,0.8887,0.9102,0.0077,2.52,96.0
SUP049,2026-07-01,0.9487,0.9374,0.0238,0.71,91.1
SUP049,2026-06-01,0.9374,0.9194,0.0197,0,92.7
SUP049,2026-05-01,0.9149,0.912,0.0301,1.59,88.0
SUP049,2026-04-01,0.9585,0.9739,0.0227,1.13,89.8
SUP049,2026-03-01,0.8999,0.9206,0.0447,0,84.3
SUP049,2026-02-01,0.9529,0.9198,0.032,2.37,86.1
SUP049,2026-01-01,0.9054,0.9438,0.0241,0.72,89.4
SUP049,2025-12-01,0.9081,0.9254,0.0169,1.97,94.4
SUP049,2025-11-01,0.9453,0.92,0.0222,0.6,88.9
SUP049,2025-10-01,0.8993,0.9025,0.0369,1.36,86.5
SUP049,2025-09-01,0.8939,0.955,0.0202,1.35,90.8
SUP050,2026-08-01,0.8539,0.8803,0.0386,0.75,86.6
SUP050,2026-07-01,0.8592,0.8874,0.0466,1.36,82.2
SUP050,2026-06-01,0.8869,0.904,0.0489,1.69,83.5
SUP050,2026-05-01,0.8707,0.9261,0.0485,2.74,83.3
SUP050,2026-04-01,0.9139,0.9029,0.0497,2.83,82.8
SUP050,2026-03-01,0.9264,0.8964,0.0574,0.04,78.9
SUP050,2026-02-01,0.8831,0.9045,0.032,1.31,89.4
SUP050,2026-01-01,0.8732,0.9139,0.0515,1.47,81.7
SUP050,2025-12-01,0.8917,0.9048,0.0512,1.46,80.4
SUP050,2025-11-01,0.8521,0.9335,0.0559,2.53,81.9
SUP050,2025-10-01,0.905,0.8662,0.0484,1.8,82.8
SUP050,2025-09-01,0.8223,0.8602,0.057,2.94,81.0
